uuid,longitude,latitude,start_date,end_date,type,subtype,comments,nthumbsup,reliability,reportrating,confidence,duration,xcenter,ycenter,start_time,end_time,event
004a3dc7-02fe-3848-ba0d-4d59e42f8cae,-43.430163,-22.890133000000024,2019-02-04 19:44:00,2019-02-04 20:43:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,661023.3493923844,7467784.222356685,1549309440000.0,1549312980000.0,1
01c10b8a-c5ce-3613-ac45-728dab8d4eb1,-43.43059099999999,-22.88975899999999,2019-02-05 04:48:00,2019-02-05 05:47:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:59:00,660979.8816354556,7467826.102385852,1549342080000.0,1549345620000.0,1
04415fd7-5a79-347c-8a66-1ab507246ff1,-43.43100499999997,-22.889379999999992,2019-02-04 16:53:00,2019-02-04 17:42:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:49:00,660937.8558213257,7467868.520608269,1549299180000.0,1549302120000.0,1
04fbbb09-3695-30ad-8434-3cb64a0d99da,-43.430163,-22.890133000000024,2019-02-05 15:39:00,2019-02-05 16:38:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:59:00,661023.3493923844,7467784.222356685,1549381140000.0,1549384680000.0,1
05583450-b36d-35e8-aa65-41f59a288e5b,-43.35063300000001,-22.879553999999995,2019-02-05 22:55:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198919),0.0,6.0,0,0.0,0 days 00:27:00,669195.6650087025,7468866.457906382,1549407300000.0,1549408920000.0,2
061c7dc3-3ae5-35ab-aee4-49a5ec33ad04,-43.43100499999996,-22.88938000000001,2019-02-04 23:46:00,2019-02-05 00:45:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,660937.8558213268,7467868.520608268,1549323960000.0,1549327500000.0,1
09cede98-5d41-3d7b-ba31-5e1982eaa7f8,-43.431407999999465,-22.888983000000426,2019-02-04 18:58:00,2019-02-05 11:28:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 16:30:00,660896.9795116277,7467912.919769337,1549306680000.0,1549366080000.0,1
0a1486fa-8055-31e6-ae2d-7983021014a6,-43.430163,-22.890132999999995,2019-02-04 18:58:00,2019-02-04 19:43:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:45:00,661023.3493923845,7467784.222356687,1549306680000.0,1549309380000.0,1
0bd15f63-1614-3174-b4a0-251cdd182a79,-43.43059100000002,-22.889759000000005,2019-02-05 16:39:00,2019-02-05 16:55:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:16:00,660979.8816354523,7467826.102385849,1549384740000.0,1549385700000.0,1
0ca20558-2414-352b-ae2f-25fc4eefd6a6,-43.430163,-22.890133000000024,2019-02-05 07:49:00,2019-02-05 08:48:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,661023.3493923844,7467784.222356685,1549352940000.0,1549356480000.0,1
0dd717ba-af14-3a97-ad1f-32754b6125a7,-43.43059099999999,-22.88975899999999,2019-02-05 08:49:00,2019-02-05 09:49:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:00:00,660979.8816354556,7467826.102385852,1549356540000.0,1549360140000.0,1
0e7508ee-fcf2-354e-80f7-35ccf0f10960,-43.430591000000035,-22.889759000000016,2019-02-05 22:36:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:46:00,660979.8816354503,7467826.102385849,1549406160000.0,1549408920000.0,1
12af592d-6791-3861-adf3-b390a03679ae,-43.350537,-22.879588000000005,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198919),0.0,6.0,0,0.0,0 days 00:08:00,669205.47265846,7468862.58280234,1549410480000.0,1549410960000.0,2
134e880e-139b-3ddf-a7ed-c427162e826a,-43.43100499999996,-22.88938000000001,2019-02-04 17:43:00,2019-02-04 18:42:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:59:00,660937.8558213268,7467868.520608268,1549302180000.0,1549305720000.0,1
13d7a82c-eb44-3d34-ab8c-d94cfac1ad56,-43.43100499999996,-22.88938000000001,2019-02-05 14:38:00,2019-02-05 15:38:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:00:00,660937.8558213268,7467868.520608268,1549377480000.0,1549381080000.0,1
14d20383-10a2-3dd5-85a2-215bd9c37d77,-43.43059099999999,-22.88975899999999,2019-02-04 17:43:00,2019-02-04 18:42:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:59:00,660979.8816354556,7467826.102385852,1549302180000.0,1549305720000.0,1
1a310f7a-063b-3422-815d-b874651d57b2,-43.430163,-22.890133000000034,2019-02-05 11:29:00,2019-02-05 12:35:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:06:00,661023.3493923843,7467784.222356685,1549366140000.0,1549370100000.0,1
1b860808-def8-3271-91dc-4578874a6cef,-43.43100499999997,-22.889379999999985,2019-02-04 18:58:00,2019-02-04 19:43:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:45:00,660937.8558213257,7467868.520608269,1549306680000.0,1549309380000.0,1
1ce765c5-83ca-33ee-a447-ea4f9f2c9827,-43.344923000000016,-22.882882000000002,2019-02-05 22:55:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198916),0.0,6.0,0,0.0,0 days 00:27:00,669777.3833492816,7468491.376543128,1549407300000.0,1549408920000.0,2
2066f712-907f-3518-acf5-f53cf08d604d,-43.430163,-22.890133000000024,2019-02-05 12:36:00,2019-02-05 13:37:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:01:00,661023.3493923844,7467784.222356685,1549370160000.0,1549373820000.0,1
21ac5ddb-6888-319c-83f2-5e79ded513c4,-43.43100499999996,-22.88938000000001,2019-02-04 21:45:00,2019-02-04 22:44:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,660937.8558213268,7467868.520608268,1549316700000.0,1549320240000.0,1
2337dac0-38fa-32b6-a325-9fc8b4ce1804,-43.43059099999999,-22.88975899999999,2019-02-05 12:37:00,2019-02-05 13:37:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:00:00,660979.8816354556,7467826.102385852,1549370220000.0,1549373820000.0,1
23539f8e-d53b-3433-8365-a16c7d7dc3cc,-43.25676400000194,-22.83771100000012,2019-02-03 06:55:00,2019-02-05 11:29:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,Obras BRT Transbrasil,0.0,6.0,0,0.0,2 days 04:34:00,678881.7625600118,7473388.994959078,1549176900000.0,1549366140000.0,3
25a11a83-58bd-32cd-b935-daad4f09f708,-43.34233799999999,-22.954298,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,casa dos partideiros.(199409),0.0,6.0,0,0.0,0 days 00:08:00,669953.4823805884,7460580.4232885325,1549410480000.0,1549410960000.0,4
26d72cb5-54a7-3cba-bd7a-8f030a5f2ab8,-43.429734,-22.890543000000005,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:08:00,661066.8769942282,7467738.35490635,1549410480000.0,1549410960000.0,1
26e6e869-8fb3-3cfa-967e-ec3ff1ec1ac5,-43.431005000000006,-22.88938,2019-02-04 18:43:00,2019-02-04 18:57:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:14:00,660937.855821321,7467868.520608268,1549305780000.0,1549306620000.0,1
2826e72b-0253-3fb7-8358-241f094f2762,-43.34895800000002,-22.87996499999998,2019-02-05 22:55:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198918),0.0,6.0,0,0.0,0 days 00:27:00,669367.013536029,7468819.022749259,1549407300000.0,1549408920000.0,2
28c3e425-b9bb-311b-aa00-5e8e2f430f6b,-43.34234399999996,-22.95495500000001,2019-02-05 22:36:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,casa dos partideiros.(199409),0.0,6.0,0,0.0,0 days 00:46:00,669952.0459998907,7460507.679609258,1549406160000.0,1549408920000.0,4
2b0fd0fa-5242-3193-9e83-e8b2e6be050c,-43.348958,-22.879965,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198918),0.0,6.0,0,0.0,0 days 00:08:00,669367.0135360311,7468819.022749257,1549410480000.0,1549410960000.0,2
2d082892-7c1a-3b65-86c6-bc53d3340b31,-43.430163,-22.890132999999995,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:08:00,661023.3493923845,7467784.222356687,1549410480000.0,1549410960000.0,1
31bb964f-ae4b-3cf9-b16f-a6f5d75098be,-43.430163,-22.890133000000024,2019-02-04 23:46:00,2019-02-05 00:45:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,661023.3493923844,7467784.222356685,1549323960000.0,1549327500000.0,1
33517dbd-38db-3683-b48a-a444a000344c,-43.430163,-22.890133000000024,2019-02-05 05:48:00,2019-02-05 06:47:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,661023.3493923844,7467784.222356685,1549345680000.0,1549349220000.0,1
336ed563-3cb4-309a-84cc-07b93a92a200,-43.430163,-22.890133000000024,2019-02-05 14:38:00,2019-02-05 15:38:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:00:00,661023.3493923844,7467784.222356685,1549377480000.0,1549381080000.0,1
33da45f2-fa7e-3603-be4c-a80b71db7689,-43.342343999999905,-22.954955000000076,2019-02-05 18:57:00,2019-02-05 22:19:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,casa dos partideiros.(199409),0.0,6.0,0,0.0,0 days 03:22:00,669952.0459998957,7460507.67960925,1549393020000.0,1549405140000.0,4
3520a770-a598-3764-8d3f-a3bc94cf5d0a,-43.342374,-22.955588,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,casa dos partideiros.(199409),0.0,6.0,0,0.0,0 days 00:08:00,669948.1785165471,7460437.621260017,1549410480000.0,1549410960000.0,4
359d2dcc-6a64-37fe-a01f-c5a9528941dc,-43.43059099999999,-22.88975899999999,2019-02-05 03:47:00,2019-02-05 04:47:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:00:00,660979.8816354556,7467826.102385852,1549338420000.0,1549342020000.0,1
35add6c7-bbd9-3327-aeba-0fe28625b21e,-43.43140800000001,-22.888983,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:08:00,660896.9795115727,7467912.919769388,1549410480000.0,1549410960000.0,1
35c41627-4d4a-339f-9c15-aafd8c20be50,-43.43100499999996,-22.88938000000001,2019-02-05 06:48:00,2019-02-05 07:48:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:00:00,660937.8558213268,7467868.520608268,1549349280000.0,1549352880000.0,1
35cd1f56-f76f-3fec-9aa7-4a8578d45f5e,-43.344923,-22.882882000000002,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198916),0.0,6.0,0,0.0,0 days 00:08:00,669777.3833492829,7468491.376543128,1549410480000.0,1549410960000.0,2
3b78f837-ba46-378c-ac8e-322b7ad53fe2,-43.34234399999996,-22.95495500000001,2019-02-05 22:36:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,casa dos partideiros.(199409),0.0,6.0,0,0.0,0 days 00:46:00,669952.0459998907,7460507.679609258,1549406160000.0,1549408920000.0,4
3f1ab03c-74a0-373e-be05-8fa9bb10f3a1,-43.34233799999997,-22.954298,2019-02-05 22:36:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,casa dos partideiros.(199409),0.0,6.0,0,0.0,0 days 00:46:00,669953.4823805904,7460580.4232885325,1549406160000.0,1549408920000.0,4
40665a7e-8944-3414-8041-a9fff02e8181,-43.430591000000156,-22.889758999999923,2019-02-05 17:39:00,2019-02-05 22:19:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 04:40:00,660979.8816354374,7467826.102385857,1549388340000.0,1549405140000.0,1
40a54e6a-9302-3f54-b7a1-e89a06014298,-43.430163,-22.890133000000024,2019-02-05 03:47:00,2019-02-05 04:47:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:00:00,661023.3493923844,7467784.222356685,1549338420000.0,1549342020000.0,1
40afd39a-98f8-3590-8ba5-22304d78cc7c,-43.430591000000035,-22.889759000000016,2019-02-04 18:58:00,2019-02-04 19:43:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:45:00,660979.8816354503,7467826.102385849,1549306680000.0,1549309380000.0,1
40f3b84a-0db7-3cfa-967c-265d467e2f53,-43.43059099999999,-22.88975899999999,2019-02-04 21:45:00,2019-02-04 22:44:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,660979.8816354556,7467826.102385852,1549316700000.0,1549320240000.0,1
4157cb18-dd38-3913-ac44-4d9cbc6f2769,-43.43059099999997,-22.889758999999987,2019-02-05 11:29:00,2019-02-05 12:36:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:07:00,660979.8816354569,7467826.1023858525,1549366140000.0,1549370160000.0,1
41f9d292-16ea-3245-9b69-671d435e6ec9,-43.34501,-22.881334000000006,2019-02-05 22:55:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198917),0.0,6.0,0,0.0,0 days 00:27:00,669770.3829194278,7468662.887664893,1549407300000.0,1549408920000.0,2
422a31e3-3d5c-3800-b6fd-4004d577ccb8,-43.43100499999996,-22.889379999999985,2019-02-05 22:36:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:46:00,660937.8558213264,7467868.520608269,1549406160000.0,1549408920000.0,1
46144f43-09dd-3990-a4b3-e1fa28a378b6,-43.43059099999999,-22.88975899999999,2019-02-05 06:48:00,2019-02-05 07:48:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:00:00,660979.8816354556,7467826.102385852,1549349280000.0,1549352880000.0,1
49f2d08a-575c-3c33-860b-412cf62d20b5,-43.43100499999996,-22.88938000000001,2019-02-05 01:46:00,2019-02-05 02:46:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:00:00,660937.8558213268,7467868.520608268,1549331160000.0,1549334760000.0,1
4af6d450-8e5f-3a12-8853-1ab3259b9fa8,-43.342343999999926,-22.954955000000076,2019-02-05 18:56:00,2019-02-05 22:19:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,casa dos partideiros.(199409),0.0,6.0,0,0.0,0 days 03:23:00,669952.0459998951,7460507.67960925,1549392960000.0,1549405140000.0,4
4c0e61a8-7d5d-312b-8e64-94e3321cd9e0,-43.431005000000006,-22.889380000000006,2019-02-05 16:39:00,2019-02-05 16:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:17:00,660937.855821321,7467868.520608268,1549384740000.0,1549385760000.0,1
4ef32081-c24e-373b-9126-e14d78284561,-43.43059099999999,-22.88975899999999,2019-02-05 13:38:00,2019-02-05 14:37:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:59:00,660979.8816354556,7467826.102385852,1549373880000.0,1549377420000.0,1
50b3f297-f9a2-3a89-a962-1a5a08f12650,-43.34715200000003,-22.882675999999996,2019-02-05 22:55:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198916),0.0,6.0,0,0.0,0 days 00:27:00,669548.9444463628,7468516.754820793,1549407300000.0,1549408920000.0,2
534951f3-992d-3dc6-8a52-0f52f5b70157,-43.431005,-22.88938,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:08:00,660937.8558213223,7467868.520608268,1549410480000.0,1549410960000.0,1
53546fb5-e9ee-3e54-86a1-f1b8711804cb,-43.43059099999999,-22.88975899999999,2019-02-05 06:48:00,2019-02-05 07:48:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:00:00,660979.8816354556,7467826.102385852,1549349280000.0,1549352880000.0,1
5390f38f-8abc-3b46-8696-6d877a6e12d9,-43.43059099999999,-22.88975899999999,2019-02-05 02:47:00,2019-02-05 03:46:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:59:00,660979.8816354556,7467826.102385852,1549334820000.0,1549338360000.0,1
55a36196-7cc5-3965-b3b6-63f4d5e943d5,-43.35122299999998,-22.88143200000001,2019-02-05 22:55:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198919),0.0,6.0,0,0.0,0 days 00:27:00,669132.8024381257,7468659.184091153,1549407300000.0,1549408920000.0,2
57b70b96-c501-3a36-b214-1280ad0e4393,-43.430163,-22.890133000000024,2019-02-05 06:48:00,2019-02-05 07:48:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:00:00,661023.3493923844,7467784.222356685,1549349280000.0,1549352880000.0,1
58caa56c-f994-3dfa-8afd-8e38929ec8f4,-43.43059099999999,-22.88975899999999,2019-02-05 03:47:00,2019-02-05 04:47:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:00:00,660979.8816354556,7467826.102385852,1549338420000.0,1549342020000.0,1
590ca31a-9759-346d-94bb-fbb30e204a48,-43.43100499999996,-22.889380000000035,2019-02-05 09:50:00,2019-02-05 11:28:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:38:00,660937.8558213261,7467868.520608264,1549360200000.0,1549366080000.0,1
5a5a73cc-471e-3040-a3c6-0db85f8d620a,-43.34979800000001,-22.881995,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198918),0.0,6.0,0,0.0,0 days 00:08:00,669278.3100620611,7468595.2058468005,1549410480000.0,1549410960000.0,2
5aa52aea-6c5f-3100-af1b-1b181eb7e198,-43.43059099999999,-22.88975899999999,2019-02-05 01:46:00,2019-02-05 02:46:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 01:00:00,660979.8816354556,7467826.102385852,1549331160000.0,1549334760000.0,1
5b31d345-b09f-3c3a-9a2a-1cb2b4d10289,-43.43059099999999,-22.88975899999999,2019-02-04 22:45:00,2019-02-04 23:45:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:00:00,660979.8816354556,7467826.102385852,1549320300000.0,1549323900000.0,1
5d42ed0e-9ce6-34ee-a3bc-a7f96f17074e,-43.219357000000755,-22.88936699999985,2019-02-05 12:33:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,Obras da TransBrasil,0.0,6.0,0,0.0,0 days 11:23:00,682652.0403296037,7467623.008400632,1549369980000.0,1549410960000.0,5
5ea38b22-a075-304e-80ba-199661c2902e,-43.222888,-22.88870300000023,2019-02-05 10:33:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,Obras da TransBrasil,18.0,10.0,0,5.0,0 days 13:23:00,682290.6485434372,7467700.913098928,1549362780000.0,1549410960000.0,5
5f99cf61-f22e-3134-a3c4-447d5788d308,-43.43059100000003,-22.88975900000001,2019-02-04 16:53:00,2019-02-04 17:42:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:49:00,660979.881635451,7467826.102385849,1549299180000.0,1549302120000.0,1
5fbde9f3-58c7-32a2-b21e-21506a2a6aaa,-43.43100499999996,-22.88938000000001,2019-02-05 05:48:00,2019-02-05 06:47:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,660937.8558213268,7467868.520608268,1549345680000.0,1549349220000.0,1
600825ef-a0a3-3346-acb0-1cbb6ba592e7,-43.259075,-22.836121,2019-02-05 10:31:00,2019-02-05 10:32:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,Acesso Fechado,4.0,10.0,0,2.0,0 days 00:01:00,678646.6453755954,7473567.861036715,1549362660000.0,1549362720000.0,3
632d00c6-4b2b-36f5-a415-0ff3b960c1d6,-43.346763,-22.882709,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198916),0.0,6.0,0,0.0,0 days 00:08:00,669588.8147869097,7468512.652840659,1549410480000.0,1549410960000.0,2
65dd9569-fa5f-37d3-be6c-30a75933f40f,-43.351223,-22.881432,2019-02-05 23:48:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,“ENSAIO TÉCNICO DO G.R.E.S. TRADIÇÃO”.(198919),0.0,6.0,0,0.0,0 days 00:08:00,669132.8024381244,7468659.184091154,1549410480000.0,1549410960000.0,2
681a084d-89d7-381c-9703-aa5ccdce15ca,-43.430163,-22.890133000000024,2019-02-04 20:44:00,2019-02-04 21:44:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 01:00:00,661023.3493923844,7467784.222356685,1549313040000.0,1549316640000.0,1
68ba4811-11b9-332c-97cc-61273bf3905c,-43.43059099999999,-22.88975899999999,2019-02-05 00:46:00,2019-02-05 01:45:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:59:00,660979.8816354556,7467826.102385852,1549327560000.0,1549331100000.0,1
6a8e2dd4-5abf-337f-ac97-3c895bba1296,-43.43100499999996,-22.88938000000001,2019-02-04 19:44:00,2019-02-04 20:43:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,660937.8558213268,7467868.520608268,1549309440000.0,1549312980000.0,1
6cf8e2bd-091d-30bb-aba4-019e37feefd9,-43.43059099999999,-22.88975899999999,2019-02-05 07:49:00,2019-02-05 08:48:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,660979.8816354556,7467826.102385852,1549352940000.0,1549356480000.0,1
711e0912-a581-3b72-aefa-7c7a4d9ab624,-43.42973400000004,-22.89054299999999,2019-02-05 22:36:00,2019-02-05 23:22:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS.(159816),0.0,6.0,0,0.0,0 days 00:46:00,661066.876994225,7467738.354906351,1549406160000.0,1549408920000.0,1
71604185-74ed-3d03-bad2-4b52994ad35a,-43.430163,-22.890133000000024,2019-02-04 21:45:00,2019-02-04 22:44:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,OBRAS EMERGENCIAIS,0.0,6.0,0,0.0,0 days 00:59:00,661023.3493923844,7467784.222356685,1549316700000.0,1549320240000.0,1
716ab9c8-7eee-35d0-bde5-3dbff8f9415c,-43.34233800000017,-22.954298000000033,2019-02-05 18:58:00,2019-02-05 22:19:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,casa dos partideiros.(199409),0.0,6.0,0,0.0,0 days 03:21:00,669953.4823805693,7460580.42328853,1549393080000.0,1549405140000.0,4
71905b95-8f46-37f7-a7ea-0e84e2e4ff56,-43.22106500000058,-22.889241000000315,2019-02-05 12:32:00,2019-02-05 23:56:00,ROAD_CLOSED,ROAD_CLOSED_EVENT,Obras da TransBrasil,0.0,6.0,0,0.0,0 days 11:24:00,682476.9687434576,7467639.079054745,1549369920000.0,1549410960000.0,5
